Time,Value
106985,24.8
106990,24.8
106995,16.7
107000,29.5
107005,29.5
107010,20.5
107015,20.5
107020,20.5
107025,22.4
107030,22.4
107035,22.4
107040,22.5
107045,22.5
107050,16.2
107055,16.5
107060,16.5
107065,15.8
107070,15.8
107075,15.8
107080,16.6
107085,16.6
107090,18.4
107095,18.4
107100,21.1
107105,21.1
107110,20.7
107115,31.2
107120,31.2
107125,23.8
107130,25.5
107135,25.5
107140,34.2
107145,34.2
107150,32.1
107155,32.1
107160,20.9
107165,23.4
107170,24.1
107175,28.6
107180,28.6
107185,28.6
107190,37.9
107195,151.6
107200,151.6
107205,151.6
107210,65.6
107215,65.6
107220,45.4
107225,45.4
107230,45.4
107235,30.9
107240,52.3
107245,52.3
107250,71.3
107255,71.3
107260,82.7
107265,82.7
107270,57.2
107275,57.2
107280,57.2
107285,58.1
107290,58.1
107295,58.1
107300,80.7
107305,108
107310,108
107315,52.1
107320,64.2
107325,64.2
107330,50.1
107335,50.1
107340,50.1
107345,39.2
107350,48
107355,48
107360,37.3
107365,39
107370,51.3
107375,51.3
107380,51.3
107385,41.6
107390,41.6
107395,40.4
107400,40.4
107405,80
107410,80
107415,80
107420,41.2
107425,43.6
107430,43.6
107435,68.2
107440,72.1
107445,72.1
107450,72.1
107455,63.2
107460,85.2
107465,85.2
107470,85.2
107475,108.8
107480,108.8
107485,84.7
107490,84.7
107495,93.7
107500,141.6
107505,141.6
107510,141.6
107515,113.3
107520,113.3
107525,132.8
107530,132.8
107535,137.8
107540,137.8
107545,161.4
107550,161.4
107555,161.4
107560,135.4
107565,135.4
107570,140
107575,140
107580,135.9
107585,135.9
107590,135.9
107595,128.4
107600,128.4
107605,117.8
107610,160.1
107615,160.1
107620,141.1
107625,141.1
107630,141.1
107635,118.5
107640,123.1
107645,123.1
107650,128.8
107655,129.6
107660,129.6
107665,143.6
107670,143.6
107675,123.4
107680,123.4
107685,132.5
107690,132.5
107695,132.5
107700,133.2
107705,143.9
107710,143.9
107715,121
107720,125.7
107725,133.4
107730,133.4
107735,131.7
107740,131.7
107745,134.4
107750,134.4
107755,160.9
107760,160.9
107765,160.9
107770,150.1
107775,150.1
107780,140.5
107785,141.7
107790,142.8
107795,142.8
107800,142.8
107805,133.9
107810,133.9
107815,104
107820,132.8
107825,143.1
107830,152.1
107835,135
107840,135
107845,135
107850,123.4
107855,136
107860,136
107865,137.3
107870,137.3
107875,144.1
107880,144.1
107885,110.5
107890,110.5
107895,115.7
107900,130.1
107905,130.1
107910,117.7
107915,129.2
107920,163.3
107925,163.3
107930,163.3
107935,154.4
107940,154.4
107945,114.5
107950,114.5
107955,114.5
107960,133.8
107965,150.7
107970,150.7
107975,127.8
107980,127.8
107985,127.8
107990,114.7
107995,114.7
108000,129.3
108005,129.3
108010,125.6
108015,152.6
108020,152.6
108025,126
108030,126
108035,149.6
108040,149.6
108045,149.6
108050,149.4
108055,149.4
108060,143.7
108065,143.7
108070,126.7
108075,126.7
108080,126.7
108085,121
108090,135.1
108095,135.1
108100,135.1
108105,171.2
108110,171.2
108115,160.3
108120,160.3
108125,160.3
108130,118.8
108135,118.8
108140,117.3
108145,127.8
108150,127.8
108155,120.3
108160,120.3
108165,134.3
108170,134.3
108175,134.3
108180,131.3
108185,131.3
108190,94.2
108195,94.2
108200,106.1
108205,106.1
108210,127.9
108215,139.4
108220,139.4
108225,134.6
108230,193.8
108235,193.8
108240,193.8
108245,154.7
108250,154.7
108255,127.7
108260,127.7
108265,127.7
108270,125.3
108275,142.4
108280,142.4
108285,118.8
108290,118.8
108295,118.8
108300,117.4
108305,117.4
108310,113.3
108315,113.3
108320,114
108325,124.8
108330,150.1
108335,150.1
108340,150.1
108345,125.7
108350,125.7
108355,138.2
108360,138.2
108365,146.5
108370,146.5
108375,134
108380,139.6
108385,139.6
108390,125
108395,125
108400,125
108405,114.7
108410,114.8
108415,114.8
108420,111.7
108425,111.7
108430,96.6
108435,96.6
108440,139.3
108445,139.3
108450,125.6
108455,125.6
108460,125.6
108465,128.6
108470,128.6
108475,125.3
108480,125.3
108485,125.3
108490,143.8
108495,143.8
108500,143.8
108505,143.7
108510,143.7
108515,135.5
108520,135.5
108525,133.9
108530,133.9
108535,137.9
108540,137.9
108545,143.6
108550,143.6
108555,99.3
108560,135.3
108565,135.3
108570,133.3
108575,133.3
108580,146.6
108585,146.6
108590,146.6
108595,192.7
108600,192.7
108605,192.7
108610,136.8
108615,144.3
108620,144.3
108625,121
108630,121
108635,121
108640,144.1
108645,144.1
108650,141
108655,141
108660,138.8
108665,138.8
108670,138.8
108675,112.8
108680,112.8
108685,98.7
108690,98.7
108695,102
108700,102
108705,102
108710,168.9
108715,168.9
108720,168.9
108725,111.2
108730,111.2
108735,102.2
108740,151.1
108745,151.1
108750,151.1
108755,110.9
108760,110.9
108765,95.3
108770,95.3
108775,98.2
108780,99.2
108785,120.1
108790,120.1
108795,106
108800,120.4
108805,120.4
108810,108.3
108815,108.3
108820,108.1
108825,108.1
108830,116.9
108835,116.9
108840,116.9
108845,118
108850,144.3
108855,144.3
108860,102.8
108865,102.8
108870,97.6
108875,97.6
108880,99.3
108885,107.8
108890,130.7
108895,130.7
108900,116.2
108905,116.2
108910,116.2
108915,106.3
108920,106.3
108925,101
108930,129.6
108935,129.6
108940,129.6
108945,119.1
108950,119.1
108955,101.7
108960,101.7
108965,101.7
108970,109
108975,109
108980,155
108985,155
108990,155
108995,107.8
109000,107.8
109005,107.8
109010,102
109015,102
109020,108.1
109025,108.1
109030,108.1
109035,106.6
109040,116
109045,116
109050,116
109055,131.5
109060,131.5
109065,129.2
109070,129.2
109075,129.2
109080,125.8
109085,125.8
109090,134.6
109095,134.6
109100,118.4
109105,118.4
109110,118.4
109115,111.3
109120,148
109125,148
109130,148
109135,108.5
109140,108.5
109145,112.7
109150,112.7
109155,101.4
109160,101.4
109165,106.9
109170,110.2
109175,127.2
109180,127.2
109185,119
109190,119
109195,106.8
109200,106.8
109205,106.8
109210,103.5
109215,105.8
109220,111.7
109225,124.6
109230,124.6
109235,112.3
109240,112.3
109245,108.3
109250,138
109255,138
109260,138
109265,134.5
109270,134.5
109275,107.7
109280,107.7
109285,121.1
109290,121.1
109295,119.8
109300,119.8
109305,119.8
109310,107.8
109315,107.8
109320,110.1
109325,110.1
109330,113.1
109335,113.1
109340,104.5
109345,129.2
109350,129.2
109355,129.2
109360,127.6
109365,127.6
109370,120
109375,120
109380,111.9
109385,111.9
109390,111.9
109395,121.3
109400,121.3
109405,121.3
109410,109.9
109415,109.9
109420,116.3
109425,116.3
109430,112.3
109435,112.3
109440,112.3
109445,110.1
109450,121.4
109455,121.4
109460,117
109465,117
109470,117
109475,156.5
109480,156.5
109485,156.5
109490,138.1
109495,138.1
109500,123.4
109505,123.4
109510,121.8
109515,121.8
109520,105.4
109525,105.4
109530,105.4
109535,106.8
109540,123.8
109545,123.8
109550,123.8
109555,122.7
109560,145.7
109565,145.7
109570,145.7
109575,120.8
109580,133.1
109585,133.1
109590,135.4
109595,135.4
109600,132
109605,132
109610,132
109615,129.6
109620,129.6
109625,118.8
109630,126.6
109635,126.6
109640,120.8
109645,120.8
109650,120.8
109655,122.7
109660,122.7
109665,112.6
109670,112.6
109675,114.8
109680,114.8
109685,116.9
109690,116.9
109695,116.9
109700,128.8
109705,128.8
109710,117.4
109715,119.8
109720,119.8
109725,119.8
109730,108.9
109735,135.8
109740,135.8
109745,135.8
109750,110
109755,128.3
109760,128.3
109765,128.3
109770,111.4
109775,120.4
109780,120.4
109785,147.5
109790,147.5
109795,147.5
109800,119.5
109805,122.7
109810,122.7
109815,124.1
109820,124.1
109825,111.1
109830,111.1
109835,111.1
109840,111.9
109845,124.1
109850,124.1
109855,124.1
109860,107.2
109865,108.9
109870,108.9
109875,107.1
109880,109.3
109885,113.8
109890,122
109895,122
109900,122
109905,124.6
109910,124.6
109915,122.1
109920,122.1
109925,122.1
109930,112.8
109935,115.8
109940,116.8
109945,123.3
109950,123.3
109955,123.3
109960,114
109965,125.2
109970,125.2
109975,125.2
109980,120.8
109985,122.5
109990,122.5
109995,119.5
110000,135.7
110005,135.7
110010,121.6
110015,121.6
110020,121.6
110025,112.1
110030,125.6
110035,127.5
110040,127.5
110045,127.5
110050,127.3
110055,127.3
110060,115
110065,127.2
110070,127.2
110075,137
110080,137
110085,137
110090,158.6
110095,158.6
110100,132.5
110105,132.5
110110,132.5
110115,113.3
110120,113.3
110125,113.7
110130,114.4
110135,114.4
110140,116.5
110145,116.5
110150,116.4
110155,121.5
110160,123.9
110165,123.9
110170,123.9
110175,115.3
110180,115.3
110185,127.7
110190,127.7
110195,127.7
110200,119.6
110205,119.6
110210,113.9
110215,113.9
110220,113.9
110225,124.9
110230,124.9
110235,113.2
110240,113.2
110245,113.2
110250,110.9
110255,131.2
110260,134.1
110265,134.1
110270,134.1
110275,119.9
110280,120.1
110285,120.1
110290,114.2
110295,125.1
110300,148.1
110305,148.1
110310,117.7
110315,117.7
110320,108.5
110325,108.5
110330,108.5
110335,107.9
110340,112
110345,122.1
110350,122.1
110355,122.1
110360,105
110365,116.8
110370,116.8
110375,116.8
110380,135.7
110385,135.7
110390,113.2
110395,113.2
110400,112
110405,112
110410,114.6
110415,138.8
110420,138.8
110425,118.9
110430,118.9
110435,118.9
110440,112.3
110445,112.3
110450,112.3
110455,111.1
110460,111.1
110465,114.2
110470,114.2
110475,104.7
110480,115.9
110485,115.9
110490,109.4
110495,109.4
110500,119.8
110505,119.8
110510,119.8
110515,115.1
110520,115.1
110525,104.8
110530,112.1
110535,112.1
110540,109.6
110545,109.6
110550,109.6
110555,113.5
110560,113.5
110565,113.5
110570,112.3
110575,112.3
110580,108
110585,109.6
110590,109.6
110595,109.6
110600,101.7
110605,102.2
110610,112.1
110615,112.1
110620,114.5
110625,114.5
110630,99.1
110635,99.1
110640,125.8
110645,125.8
110650,108.8
110655,108.8
110660,117.3
110665,117.3
110670,117.3
110675,118.1
110680,118.1
110685,111.3
110690,111.3
110695,119.1
110700,119.1
110705,127.1
110710,127.1
110715,109.8
110720,109.8
110725,109.8
110730,106.9
110735,106.9
110740,104.8
110745,129.9
110750,129.9
110755,129.9
110760,132.4
110765,132.4
110770,110.8
110775,110.8
110780,133.9
110785,133.9
110790,133.9
110795,107.1
110800,107.1
110805,121.7
110810,121.7
110815,112.6
110820,112.6
110825,137.5
110830,137.5
110835,121.3
110840,121.3
110845,121.3
110850,116.6
110855,116.6
110860,114.8
110865,114.8
110870,113.4
110875,113.4
110880,117
110885,121.7
110890,121.7
110895,115.9
110900,115.9
110905,114
110910,114
110915,114
110920,127.1
110925,127.1
110930,120
110935,120
110940,120
110945,114.8
110950,114.8
110955,114.9
110960,114.9
110965,109.8
110970,122
110975,141.6
110980,141.6
110985,120.6
110990,120.6
110995,121.9
111000,121.9
111005,114.9
111010,114.9
111015,114.9
111020,107.6
111025,110
111030,110
111035,107.5
111040,109.3
111045,109.3
111050,114.8
111055,114.8
111060,114.8
111065,111
111070,111
111075,139.3
111080,139.3
111085,139.3
111090,109.9
111095,115.8
111100,115.8
111105,129
111110,129
111115,124.7
111120,124.7
111125,124.7
111130,116.5
111135,116.5
111140,105.6
111145,108.1
111150,118.3
111155,118.3
111160,118.3
111165,110.6
111170,110.6
111175,117.4
111180,117.4
111185,116.5
111190,116.5
111195,113.6
111200,113.6
111205,113.6
111210,117.8
111215,117.8
111220,120.5
111225,116.1
111230,123.8
111235,123.8
111240,112.4
111245,112.4
111250,124.6
111255,124.6
111260,120
111265,120
111270,120
111275,106.9
111280,108.3
111285,108.3
111290,103.8
111295,119.2
111300,119.2
111305,119.2
111310,121
111315,121
111320,121
111325,112.3
111330,121.1
111335,121.1
111340,109.4
111345,109.4
111350,113.9
111355,113.9
111360,109.4
111365,113.4
111370,114.8
111375,114.8
111380,114.8
111385,110.3
111390,110.3
111395,104.2
111400,108.4
111405,108.4
111410,120.9
111415,120.9
111420,115
111425,115
111430,114.3
111435,114.3
111440,114.3
111445,105.1
111450,109.8
111455,127.8
111460,127.8
111465,107.1
111470,107.1
111475,107.1
111480,112.5
111485,112.5
111490,107.8
111495,107.8
111500,105.3
111505,105.6
111510,105.6
111515,105.6
111520,107.1
111525,107.1
111530,128.2
111535,128.2
111540,116.2
111545,116.2
111550,110.9
111555,128
111560,128
111565,120.5
111570,120.5
111575,120.5
111580,114.7
111585,114.7
111590,103.3
111595,103.3
111600,104.1
111605,104.1
111610,107.6
111615,114.8
111620,114.8
111625,106
111630,106
111635,104.5
111640,111.9
111645,113.8
111650,113.8
111655,113.8
111660,111.7
111665,111.7
111670,113.4
111675,113.4
111680,122.4
111685,122.4
111690,118.1
111695,118.1
111700,118.1
111705,115.7
111710,115.7
111715,124.5
111720,124.5
111725,115.7
111730,115.7
111735,124.8
111740,124.8
111745,124.8
111750,119.2
111755,119.2
111760,119.2
111765,109.6
111770,109.6
111775,119
111780,119
111785,111.8
111790,111.8
111795,121.9
111800,121.9
111805,104.3
111810,104.3
111815,106
111820,106
111825,106
111830,103.4
111835,103.4
111840,111.5
111845,111.5
111850,111.5
111855,114.3
111860,114.3
111865,108.6
111870,109
111875,109
111880,102.7
111885,108.6
111890,113.3
111895,113.3
111900,113.3
111905,113.3
111910,113.3
111915,105.5
111920,105.5
111925,105.5
111930,102.8
111935,110.3
111940,110.3
111945,106.6
111950,110
111955,110
111960,110
111965,112.8
111970,112.8
111975,115
111980,115
111985,103.9
111990,118.1
111995,118.1
112000,108.8
112005,108.8
112010,107.1
112015,107.1
112020,137.6
112025,137.6
112030,137.6
112035,104.9
112040,104.9
112045,104.9
112050,102.9
112055,102.9
112060,102.3
112065,102.3
112070,112.3
112075,112.3
112080,115.8
112085,115.8
112090,115.8
112095,106.6
112100,106.6
112105,107.4
112110,107.4
112115,100.3
112120,110.6
112125,110.6
112130,104.4
112135,106.5
112140,106.5
112145,128.7
112150,128.7
112155,128.7
112160,110.2
112165,116.6
112170,116.6
112175,116.6
112180,102
112185,109.2
112190,110.1
112195,110.1
112200,102.3
112205,103.1
112210,103.1
112215,103.8
112220,103.8
112225,103.4
112230,103.4
112235,117.6
112240,117.6
112245,114.1
112250,114.1
112255,104.2
112260,119.1
112265,119.1
112270,119.1
112275,118.1
112280,118.1
112285,110
112290,110
112295,110
112300,109.5
112305,109.5
112310,103.9
112315,103.9
112320,103.9
112325,102.4
112330,106.9
112335,106.9
112340,105.6
112345,105.6
112350,100.9
112355,103.3
112360,103.3
112365,106.2
112370,106.2
112375,115.4
112380,115.4
112385,115.4
112390,107.6
112395,107.6
112400,110.2
112405,110.2
112410,109.5
112415,109.5
112420,109.5
112425,104.9
112430,104.9
112435,104.9
112440,104.8
112445,104.8
112450,97.3
112455,97.3
112460,114
112465,114
112470,106.1
112475,106.1
112480,106.1
112485,97.9
112490,97.9
112495,107.7
112500,107.7
112505,102
112510,102
112515,102
112520,99.6
112525,99.6
112530,96.1
112535,96.1
112540,95.2
112545,109.6
112550,109.6
112555,109.6
112560,95.2
112565,96.9
112570,99.6
112575,107.2
112580,113.1
112585,113.1
112590,109.4
112595,109.4
112600,105.3
112605,105.3
112610,103.7
112615,103.7
112620,103.7
112625,105.5
112630,109.6
112635,109.6
112640,104.4
112645,104.4
112650,104.4
112655,102
112660,102
112665,99.8
112670,112.3
112675,112.3
112680,101.5
112685,101.5
112690,105
112695,105
112700,99.5
112705,100.2
112710,100.2
112715,100.2
112720,99.8
112725,149
112730,149
112735,102.3
112740,102.3
112745,102.3
112750,99.5
112755,99.5
112760,97.8
112765,102
112770,102
112775,107.5
112780,107.5
112785,102.9
112790,102.9
112795,100.9
112800,100.9
112805,102.9
112810,103.1
112815,103.1
112820,100.2
112825,100.2
112830,101
112835,101
112840,99.2
112845,99.2
112850,95.6
112855,96.4
112860,98.8
112865,98.8
112870,101.7
112875,101.7
112880,96.4
112885,101.1
112890,102
112895,102
112900,102
112905,108.6
112910,108.6
112915,100.2
112920,100.2
112925,100.1
112930,100.4
112935,112.4
112940,112.4
112945,97.8
112950,104.9
112955,104.9
112960,100
112965,100
112970,100
112975,104.1
112980,104.1
112985,95.8
112990,95.8
112995,99.1
113000,103.3
113005,103.3
113010,109.5
113015,109.5
113020,109.5
113025,100.6
113030,113.9
113035,113.9
113040,101.6
113045,101.6
113050,101.6
113055,132.1
113060,132.1
113065,99.8
113070,99.8
113075,99.8
113080,101
113085,101
113090,93.7
113095,104.2
113100,104.2
113105,104.2
113110,99
113115,99
113120,94.7
113125,96.1
113130,106
113135,106.1
113140,106.1
113145,108.3
113150,108.3
113155,100.1
113160,100.1
113165,102.7
113170,102.7
113175,95.7
113180,97.9
113185,97.9
113190,110
113195,110
113200,95.6
113205,95.6
113210,97.5
113215,103.9
113220,103.9
113225,129.2
113230,129.2
113235,88.9
113240,136.8
113245,136.8
113250,136.8
113255,95.7
113260,95.7
113265,105
113270,127.7
113275,127.7
113280,127.7
113285,94.5
113290,94.5
113295,92.9
113300,101.1
113305,101.1
113310,96.3
113315,96.3
113320,96.3
113325,107.5
113330,107.5
113335,103.2
113340,103.2
113345,98.2
113350,111.1
113355,111.1
113360,89.4
113365,89.4
113370,95.6
113375,107.5
113380,107.5
113385,98
113390,100
113395,100
113400,100
113405,99.7
113410,99.7
113415,99.7
113420,95.6
113425,95.6
113430,94
113435,94
113440,108.8
113445,108.8
113450,93.6
113455,93.6
113460,96.9
113465,96.9
113470,94.9
113475,94.9
113480,94.9
113485,93
113490,93
113495,91.2
113500,91.2
113505,88.9
113510,92.1
113515,98.2
113520,98.2
113525,97.5
113530,97.5
113535,91.1
113540,99.9
113545,99.9
113550,102.1
113555,102.1
113560,102.1
113565,106.5
113570,106.5
113575,101.5
113580,101.5
113585,101.5
113590,101.3
113595,101.3
113600,100.9
113605,100.9
113610,94.9
113615,109.5
113620,109.5
113625,105.6
113630,105.6
113635,117.8
113640,117.8
113645,98.7
113650,98.7
113655,98.7
113660,110.9
113665,110.9
113670,95.8
113675,95.8
113680,95.8
113685,104.7
113690,104.7
113695,104.7
113700,99.8
113705,99.8
113710,96.2
113715,98.9
113720,101.1
113725,101.1
113730,98.1
113735,112.6
113740,112.6
113745,112.6
113750,108.8
113755,108.8
113760,100.8
113765,102.2
113770,102.2
113775,102.2
113780,95.1
113785,95.1
113790,93.3
113795,93.3
113800,130.5
113805,130.5
113810,130.5
113815,101.6
113820,101.6
113825,98.8
113830,98.8
113835,98.8
113840,94.3
113845,96.2
113850,96.2
113855,93.9
113860,97
113865,97
113870,96.8
113875,96.8
113880,96.8
113885,90.1
113890,90.1
113895,97
113900,97
113905,90.9
113910,90.9
113915,97.6
113920,97.6
113925,97.6
113930,101.6
113935,101.6
113940,101.6
113945,94.1
113950,103.4
113955,103.4
113960,89.1
113965,99.7
113970,99.7
113975,99.7
113980,93.5
113985,93.5
113990,95.3
113995,95.3
114000,95.3
114005,90.7
114010,90.7
114015,85.7
114020,85.7
114025,83.2
114030,83.2
114035,98.2
114040,98.2
114045,110
114050,110
114055,110
114060,101.2
114065,101.2
114070,93.9
114075,93.9
114080,101.9
114085,101.9
114090,94.6
114095,94.6
114100,94.6
114105,93.5
114110,93.5
114115,86.2
114120,86.2
114125,94.9
114130,94.9
114135,102.3
114140,102.3
114145,102.3
114150,89.2
114155,89.2
114160,87.7
114165,90.7
114170,100.5
114175,100.5
114180,100.5
114185,90
114190,90
114195,92.3
114200,92.3
114205,92.3
114210,114.1
114215,114.1
114220,96.3
114225,96.3
114230,96.3
114235,91.9
114240,91.9
114245,98.7
114250,98.7
114255,88.2
114260,88.2
114265,92.2
114270,92.2
114275,96.6
114280,96.9
114285,96.9
114290,95.3
114295,95.3
114300,93.2
114305,93.2
114310,105.3
114315,105.3
114320,82.9
114325,82.9
114330,82.9
114335,89
114340,89
114345,86.5
114350,86.5
114355,90.1
114360,90.1
114365,90.1
114370,86.5
114375,111.2
114380,111.2
114385,95.8
114390,95.8
114395,97.2
114400,97.2
114405,88.8
114410,98.5
114415,98.5
114420,98.5
114425,99.3
114430,99.3
114435,92.6
114440,92.6
114445,92.6
114450,93.8
114455,93.8
114460,120.1
114465,120.1
114470,87.6
114475,87.6
114480,84.7
114485,84.7
114490,82.8
114495,82.8
114500,82.8
114505,82.7
114510,82.7
114515,85.8
114520,85.8
114525,82.8
114530,82.8
114535,82.8
114540,80.3
114545,81.2
114550,81.2
114555,114.5
114560,114.5
114565,114.5
114570,90.8
114575,90.8
114580,103.3
114585,103.3
114590,103.3
114595,99.3
114600,99.3
114605,95.4
114610,95.4
114615,95.4
114620,92.8
114625,92.8
114630,92.8
114635,79.7
114640,79.7
114645,75.1
114650,77
114655,79.3
114660,89.7
114665,89.7
114670,90.5
114675,90.5
114680,87.9
114685,87.9
114690,87.9
114695,87.2
114700,87.2
114705,87.2
114710,85.9
114715,86.4
114720,86.4
114725,86.1
114730,96
114735,96
114740,96
114745,87
114750,87
114755,87
114760,90.4
114765,90.4
114770,90.4
114775,82.7
114780,82.7
114785,84.9
114790,84.9
114795,78.9
114800,78.9
114805,74.7
114810,81.8
114815,81.8
114820,81.8
114825,77.2
114830,85.6
114835,85.6
114840,81.1
114845,81.1
114850,81.1
114855,78.6
114860,78.6
114865,78.7
114870,78.7
114875,78.6
114880,92.5
114885,92.5
114890,92.5
114895,90.6
114900,90.6
114905,90.6
114910,82.3
114915,82.3
114920,73.5
114925,73.5
114930,73.5
114935,50.6
114940,50.6
114945,63.5
114950,63.5
114955,34.5
114960,46.1
114965,46.1
114970,46.1
114975,26.7
114980,33
114985,33
114990,31.5
114995,46.9
115000,60.6
115005,60.6
115010,60.6
115015,55.8
115020,55.8
115025,19.2
115030,27
115035,27
115040,27
115045,26.4
115050,26.4
115055,23.4
115060,23.4
115065,23.4
115070,22.3
115075,22.3
115080,17.1
115085,19.2
115090,19.2
115095,20.5
115100,20.5
115105,20.5
115110,22
115115,22.9
115120,22.9
115125,40.1
115130,40.1
115135,40.1
115140,33.1
115145,33.1
115150,34.3
115155,34.3
115160,27.1
115165,27.4
115170,30.9
115175,30.9
115180,41.3
115185,41.3
115190,29.8
115195,30.2
115200,30.2
115205,25.4
115210,25.4
115215,27.3
115220,47.1
115225,47.1
115230,28
115235,28
115240,28
115245,21
115250,32.9
115255,49.8
115260,49.8
115265,29.8
115270,29.8
115275,29.8
115280,25.1
115285,27.4
115290,41.7
115295,41.7
115300,27.8
115305,39.1
115310,39.1
115315,25.1
115320,26.2
115325,32
115330,32
115335,32
115340,27.8
115345,40.1
115350,40.1
115355,23.8
115360,23.8
115365,28.3
115370,28.3
115375,22.4
115380,22.4
115385,22.4
115390,49.1
115395,49.1
115400,49.1
115405,30.3
115410,30.3
115415,23.1
115420,31.3
115425,31.3
115430,65.5
115435,65.5
115440,50.4
115445,50.4
115450,50.4
115455,36.4
115460,44
115465,44
115470,24.5
115475,24.5
115480,23.5
115485,66.6
115490,66.6
115495,66.6
115500,61.3
115505,61.3
115510,19.1
115515,19.1
115520,17.8
115525,17.8
115530,17.8
115535,15.7
115540,15.9
115545,15.9
115550,55
115555,55
115560,49.7
115565,49.7
115570,41.9
115575,49.3
115580,49.3
115585,49.3
115590,38.8
115595,48.1
115600,48.1
115605,35.4
115610,54.3
115615,54.3
115620,66.1
115625,66.1
115630,84
115635,84
115640,41.4
115645,54.3
115650,54.3
115655,28.8
115660,28.8
115665,28.8
115670,31.1
115675,40.8
115680,40.8
115685,40.8
115690,34.3
115695,34.3
115700,34.3
115705,31.5
115710,31.5
115715,55.4
115720,55.4
115725,55.4
115730,45.1
115735,45.1
115740,37.9
115745,39.3
115750,39.3
115755,33.7
115760,33.7
115765,32.9
115770,32.9
115775,25.4
115780,39.8
115785,48.9
115790,48.9
115795,27.9
115800,27.9
115805,27.9
115810,18.6
115815,30
115820,30
115825,57.1
115830,57.1
115835,37
115840,37
115845,43.5
115850,43.5
115855,43.5
115860,39.8
115865,39.8
115870,33.1
115875,33.1
115880,16.9
115885,18.9
115890,18.9
115895,35.6
115900,60.2
115905,60.2
115910,60.2
115915,35.4
115920,38.7
115925,41.7
115930,41.7
115935,15.6
115940,16.1
115945,16.6
115950,16.6
115955,16.6
115960,15.4
115965,15.4
115970,15.4
115975,15.4
115980,27.2
115985,27.2
115990,27.2
115995,18.6
116000,19.1
116005,19.1
116010,19.1
116015,20.1
116020,29
116025,29
116030,43
116035,43
116040,30.3
116045,38.3
116050,38.3
116055,30.1
116060,30.1
116065,30.1
116070,21.1
116075,21.1
116080,19.7
116085,21.9
116090,21.9
116095,29.3
116100,29.3
116105,22.4
116110,37.7
116115,37.7
116120,32.5
116125,32.5
116130,32.5
116135,20.9
116140,20.9
116145,20.9
116150,29.5
116155,41
116160,41
116165,36.1
116170,36.1
116175,36.1
116180,30.8
116185,30.8
116190,25
116195,25
116200,25
116205,23.1
116210,27.8
116215,63.5
116220,63.5
116225,32.9
116230,32.9
116235,32.9
116240,40.5
116245,40.5
116250,40.5
116255,32.8
116260,41.9
116265,43.1
116270,43.1
116275,33.2
116280,61.2
116285,61.2
116290,77.7
116295,77.7
116300,83.1
116305,145.9
116310,145.9
116315,111.7
116320,111.7
116325,111.7
116330,104.8
116335,104.8
116340,88.2
116345,88.2
116350,88.2
116355,80.7
116360,80.7
116365,104.6
116370,114.1
116375,114.1
116380,114.1
116385,134.9
116390,134.9
116395,102.6
116400,102.6
116405,107.1
116410,107.1
116415,104.2
116420,112
116425,112
116430,112
116435,102
116440,102
116445,124.1
116450,124.1
116455,101.6
116460,110.7
116465,114.3
116470,114.3
116475,114.3
116480,168
116485,168
116490,147
116495,188.5
116500,188.5
116505,137.7
116510,152.5
116515,154.3
116520,154.3
116525,176.4
116530,176.4
116535,176.9
116540,201.6
116545,201.6
116550,201.6
116555,186.3
116560,186.3
116565,185.2
116570,185.2
116575,196.3
116580,196.3
116585,196.3
116590,185.5
116595,185.5
116600,185
116605,185
116610,202.4
116615,202.4
116620,178.8
116625,178.8
116630,178.8
116635,179.8
116640,205.2
116645,205.2
116650,195.3
116655,200.1
116660,200.1
116665,200.1
116670,178.6
116675,178.6
116680,164.4
116685,186.6
116690,186.6
116695,186.6
116700,176.5
116705,204.4
116710,204.4
116715,204.4
116720,187.4
116725,197.9
116730,197.9
116735,197.9
116740,187.2
116745,197.4
116750,197.4
116755,197.4
116760,188.7
116765,188.7
116770,195.3
116775,195.3
116780,174.4
116785,175.3
116790,175.3
116795,170.2
116800,174.3
116805,174.3
116810,167.5
116815,167.5
116820,167.5
116825,160.2
116830,160.2
116835,180.5
116840,180.5
116845,180.5
116850,171.5
116855,171.5
116860,160.4
116865,233.1
116870,233.1
116875,233.1
116880,181.8
116885,181.8
116890,171.3
116895,171.3
116900,168.6
116905,168.6
116910,168.6
116915,174.7
116920,174.7
116925,174.7
116930,197.1
116935,197.1
116940,197.1
116945,191.8
116950,191.8
116955,182.1
116960,182.1
116965,184.4
116970,192.5
116975,192.5
116980,194.2
116985,194.2
116990,163.2
116995,163.2
117000,177.3
117005,177.3
117010,177.3
117015,183.8
117020,183.8
117025,183.8
117030,180.5
117035,180.5
117040,175.9
117045,175.9
117050,147.8
117055,163.1
117060,191.4
117065,191.4
117070,191.4
117075,176.2
117080,176.2
117085,168.8
117090,172.4
117095,172.4
117100,167.2
117105,167.2
117110,167.2
117115,222.8
117120,222.8
117125,189.8
117130,189.8
117135,189.8
117140,176.2
117145,176.2
117150,223.7
117155,223.7
117160,223.7
117165,173.2
117170,173.2
117175,169.6
117180,169.6
117185,171.8
117190,180.3
117195,180.3
117200,180.3
117205,174.7
117210,190.9
117215,190.9
117220,140.7
117225,161.5
117230,168.1
117235,168.1
117240,158.9
117245,158.9
117250,158.3
117255,158.3
117260,158.3
117265,154.4
117270,154.4
117275,160.4
117280,160.4
