Time,Value
44505,15.5
44510,15.5
44515,16.2
44520,17.7
44525,17.7
44530,17.2
44535,17.2
44540,17.2
44545,17.2
44550,17.2
44555,17.2
44560,16.1
44565,16.1
44570,15.5
44575,15.8
44580,16.4
44585,16.4
44590,16.4
44595,16.2
44600,16.2
44605,15.4
44610,15.4
44615,16.5
44620,16.5
44625,16.3
44630,16.3
44635,16.1
44640,16.1
44645,16.8
44650,16.8
44655,16.8
44660,17.2
44665,17.2
44670,16.2
44675,16.2
44680,16
44685,16
44690,16.4
44695,16.4
44700,16.1
44705,16.1
44710,15.1
44715,15.8
44720,15.8
44725,15.8
44730,15.7
44735,15.7
44740,15.6
44745,15.6
44750,15.6
44755,15.4
44760,15.4
44765,14.7
44770,14.7
44775,16.9
44780,16.9
44785,17.5
44790,17.5
44795,17.5
44800,16.3
44805,16.3
44810,16.1
44815,16.3
44820,16.3
44825,15.5
44830,15.5
44835,15.5
44840,15.5
44845,16.1
44850,16.1
44855,15.5
44860,15.5
44865,16.2
44870,16.2
44875,16.2
44880,15.8
44885,16.6
44890,16.6
44895,16.3
44900,16.3
44905,16.3
44910,15.6
44915,15.7
44920,16.6
44925,16.6
44930,16.8
44935,17.8
44940,17.8
44945,17.8
44950,17
44955,17
44960,16.1
44965,16.1
44970,16.9
44975,16.9
44980,15.6
44985,17.5
44990,17.5
44995,15.7
45000,15.7
45005,15.8
45010,15.8
45015,15.8
45020,16.2
45025,16.2
45030,16.2
45035,16.2
45040,16.2
45045,16.1
45050,16.7
45055,16.7
45060,16.8
45065,16.8
45070,16.8
45075,15.5
45080,17.9
45085,17.9
45090,17.9
45095,16
45100,16
45105,16
45110,18
45115,18
45120,18
45125,17.2
45130,17.2
45135,16.5
45140,16.5
45145,16.5
45150,15.5
45155,15.8
45160,15.8
45165,15.8
45170,15.8
45175,15.8
45180,15.7
45185,15.7
45190,15
45195,15.2
45200,15.2
45205,15.4
45210,15.4
45215,15.7
45220,15.7
45225,15.7
45230,15.7
45235,15.7
45240,15.4
45245,15.4
45250,15.8
45255,16.5
45260,16.5
45265,16.5
45270,16.1
45275,16.1
45280,16.4
45285,16.4
45290,16
45295,16
45300,16.4
45305,16.8
45310,16.8
45315,17.4
45320,17.4
45325,16
45330,16
45335,16
45340,16
45345,16
45350,15.6
45355,15.6
45360,15.6
45365,15.5
45370,15.7
45375,16.9
45380,16.9
45385,16.9
45390,15.8
45395,15.8
45400,16.4
45405,16.4
45410,16.4
45415,15.9
45420,16.3
45425,16.8
45430,16.8
45435,16
45440,16.6
45445,16.6
45450,15.2
45455,15.2
45460,15.2
45465,14.9
45470,15.3
45475,15.7
45480,16.9
45485,16.9
45490,16.2
45495,16.2
45500,16.2
45505,15.3
45510,15.3
45515,14.9
45520,17.4
45525,17.4
45530,17.4
45535,16.3
45540,16.3
45545,16.8
45550,16.8
45555,16.5
45560,16.7
45565,16.7
45570,16.3
45575,16.3
45580,16.3
45585,15.1
45590,15.1
45595,15.6
45600,15.6
45605,15.6
45610,16.6
45615,16.6
45620,17
45625,17
45630,15.6
45635,15.6
45640,15.6
45645,17.1
45650,17.5
45655,17.5
45660,16.5
45665,16.5
45670,15.9
45675,17.3
45680,17.3
45685,17.3
45690,16.1
45695,17.4
45700,17.4
45705,17.4
45710,15.7
45715,15.7
45720,15.5
45725,15.6
45730,15.6
45735,15.2
45740,15.3
45745,15.7
45750,17.9
45755,17.9
45760,17.9
45765,15.4
45770,15.5
45775,15.7
45780,18.2
45785,18.2
45790,18.2
45795,17
45800,17
45805,15
45810,15
45815,15.5
45820,15.5
45825,16.1
45830,16.1
45835,16.2
45840,16.2
45845,15.1
45850,15.4
45855,16.2
45860,16.2
45865,15.3
45870,15.8
45875,16.2
45880,16.2
45885,15.8
45890,15.8
45895,15.8
45900,14.8
45905,14.8
45910,16.3
45915,16.3
45920,15.7
45925,15.7
45930,16.5
45935,16.5
45940,16.2
45945,16.9
45950,16.9
45955,15.9
45960,15.9
45965,15
45970,15
45975,15
45980,17.4
45985,17.4
45990,15.7
45995,15.7
46000,16.3
46005,16.3
46010,16
46015,16
46020,16
46025,15.7
46030,15.7
46035,18.2
46040,18.2
46045,18.2
46050,16.5
46055,16.9
46060,16.9
46065,15.7
46070,16.8
46075,16.8
46080,15.5
46085,15.5
46090,16.7
46095,16.7
46100,16.2
46105,16.2
46110,18.4
46115,18.4
46120,18.4
46125,15.2
46130,15.8
46135,15.8
46140,15.7
46145,15.7
46150,15.7
46155,16.3
46160,16.3
46165,15.7
46170,16.3
46175,16.3
46180,15.2
46185,16.2
46190,16.2
46195,16.2
46200,16.1
46205,16.1
46210,16.1
46215,16.1
46220,16.5
46225,16.5
46230,16.5
46235,17.2
46240,17.2
46245,15.8
46250,15.8
46255,15.6
46260,15.8
46265,16.8
46270,16.8
46275,16.8
46280,15.6
46285,15.6
46290,16.1
46295,16.1
46300,16.1
46305,17.1
46310,17.1
46315,16.1
46320,16.1
46325,16
46330,16
46335,16
46340,15.7
46345,15.7
46350,15.2
46355,15.7
46360,15.7
46365,17.4
46370,17.4
46375,17.4
46380,15.9
46385,16.1
46390,16.2
46395,16.2
46400,16.2
46405,16.7
46410,16.7
46415,16.3
46420,16.3
46425,16.6
46430,16.6
46435,15.6
46440,15.8
46445,16.7
46450,16.7
46455,16.9
46460,16.9
46465,16.9
46470,16.6
46475,16.6
46480,16.4
46485,16.4
46490,16.4
46495,16.2
46500,16.2
46505,16.2
46510,16.2
46515,16.2
46520,16.2
46525,16.1
46530,16.1
46535,15.4
46540,16
46545,16
46550,16
46555,16
46560,15.6
46565,15.7
46570,15.7
46575,15.8
46580,15.8
46585,15.8
46590,15.7
46595,15.7
46600,15.6
46605,15.6
46610,18.1
46615,18.1
46620,15.6
46625,15.6
46630,15.6
46635,15
46640,16
46645,16
46650,15.9
46655,15.9
46660,15.9
46665,15.9
46670,15.9
46675,15.4
46680,15.4
46685,15.4
46690,15.6
46695,15.6
46700,15.3
46705,17.1
46710,17.1
46715,15.9
46720,15.9
46725,15.9
46730,17
46735,17
46740,15.5
46745,16.6
46750,16.6
46755,16.6
46760,17.2
46765,17.2
46770,16.1
46775,16.3
46780,17.2
46785,17.2
46790,17.2
46795,15.8
46800,15.8
46805,17
46810,17
46815,17
46820,17
46825,17
46830,17
46835,16.1
46840,16.1
46845,17.3
46850,17.3
46855,16.8
46860,16.8
46865,16.8
46870,15.5
46875,16.1
46880,16.1
46885,16.1
46890,15.5
46895,16.3
46900,16.3
46905,16.3
46910,17.1
46915,17.1
46920,16.2
46925,16.4
46930,16.7
46935,16.7
46940,16.7
46945,15.3
46950,16.2
46955,16.2
46960,16.2
46965,16.3
46970,16.3
46975,16.3
46980,15.9
46985,16.3
46990,16.3
46995,16.3
47000,16.1
47005,16.3
47010,16.3
47015,15.9
47020,15.9
47025,15.9
47030,15.7
47035,15.7
47040,16.4
47045,16.4
47050,16
47055,16
47060,16
47065,16.5
47070,16.5
47075,16.5
47080,16.3
47085,16.3
47090,16.3
47095,15.1
47100,15.1
47105,16.3
47110,16.3
47115,16.3
47120,15.8
47125,16.9
47130,16.9
47135,16.9
47140,15.9
47145,15.9
47150,15.3
47155,15.3
47160,15.7
47165,15.7
47170,15.8
47175,16.7
47180,16.7
47185,16.7
47190,16.5
47195,16.5
47200,16.4
47205,16.4
47210,16.4
47215,15.8
47220,15.8
47225,15.8
47230,15.1
47235,16.2
47240,16.2
47245,15.7
47250,15.7
47255,15.9
47260,16.4
47265,16.4
47270,16.4
47275,16.3
47280,16.3
47285,15.9
47290,15.9
47295,16.9
47300,16.9
47305,16.9
47310,16.3
47315,16.3
47320,15.5
47325,15.5
47330,15.3
47335,15.3
47340,15.3
47345,15.7
47350,16.3
47355,16.6
47360,16.6
47365,16.6
47370,16.1
47375,16.1
47380,15.2
47385,16.1
47390,18.9
47395,18.9
47400,17.7
47405,17.7
47410,16.6
47415,16.6
47420,17.8
47425,17.8
47430,16.1
47435,16.1
47440,16.1
47445,15.7
47450,15.7
47455,15.7
47460,16
47465,16
47470,16
47475,16.3
47480,16.3
47485,16.1
47490,16.1
47495,16.2
47500,16.2
47505,14.9
47510,15.9
47515,15.9
47520,15.4
47525,16.8
47530,16.8
47535,16.8
47540,16.7
47545,16.7
47550,15.6
47555,15.6
47560,15.6
47565,15.2
47570,15.8
47575,16.5
47580,16.5
47585,16.5
47590,16.5
47595,15.9
47600,15.9
47605,15.9
47610,15.8
47615,15.8
47620,15.7
47625,16.5
47630,16.5
47635,16.5
47640,15.9
47645,15.9
47650,15.8
47655,15.8
47660,15.6
47665,15.6
47670,15.8
47675,15.8
47680,15.8
47685,15.7
47690,15.7
47695,15.6
47700,15.6
47705,15.8
47710,15.8
47715,15.8
47720,15.5
47725,15.5
47730,15.3
47735,15.3
47740,17.7
47745,17.7
47750,17.7
47755,17.2
47760,17.2
47765,16.5
47770,16.5
47775,15.6
47780,15.6
47785,15.6
47790,15.6
47795,15.6
47800,16.5
47805,16.5
47810,16.5
47815,16.7
47820,16.7
47825,16.7
47830,15.6
47835,15.6
47840,15.3
47845,15.3
47850,15.4
47855,15.7
47860,16.2
47865,16.2
47870,15.9
47875,15.9
47880,15.9
47885,15.2
47890,15.6
47895,17.2
47900,17.2
47905,17.2
47910,16.5
47915,16.5
47920,15.5
47925,15.6
47930,16.4
47935,17
47940,17
47945,17
47950,16.2
47955,17.1
47960,17.5
47965,17.5
47970,17.5
47975,16.9
47980,16.9
47985,15.5
47990,15.5
47995,15.5
48000,15.2
48005,15.2
48010,15.2
48015,15.2
48020,18.4
48025,18.4
48030,18.4
48035,16.5
48040,16.5
48045,16.5
48050,16
48055,16
48060,15.9
48065,15.9
48070,15.9
48075,15.9
48080,15.9
48085,15.6
48090,15.6
48095,15.6
48100,15.4
48105,15.6
48110,16
48115,16
48120,16
48125,15.9
48130,16.2
48135,16.2
48140,15.4
48145,15.8
48150,18.1
48155,18.1
48160,18.1
48165,16.2
48170,16.3
48175,16.4
48180,16.4
48185,16.2
48190,16.3
48195,16.3
48200,16.8
48205,16.8
48210,16.8
48215,15.5
48220,15.5
48225,15.4
48230,16.9
48235,16.9
48240,16.9
48245,15.6
48250,15.6
48255,15.4
48260,15.4
48265,15.9
48270,15.9
48275,15.8
48280,15.8
48285,15.3
48290,17.8
48295,17.8
48300,17.8
48305,16.5
48310,16.5
48315,16.7
48320,16.7
48325,15.1
48330,15.1
48335,72
48340,72
48345,60.7
48350,60.7
48355,60.7
48360,45.9
48365,45.9
48370,17.1
48375,17.1
48380,16
48385,18.9
48390,43.5
48395,43.5
48400,39.4
48405,39.4
48410,39.4
48415,38.5
48420,38.5
48425,32
48430,32
48435,32
48440,30.9
48445,30.9
48450,16.5
48455,16.5
48460,16.5
48465,17.6
48470,17.6
48475,16
48480,16
48485,25.9
48490,26.2
48495,33.9
48500,33.9
48505,61.6
48510,61.6
48515,38
48520,38
48525,38
48530,17.2
48535,22.3
48540,22.3
48545,21.1
48550,21.1
48555,21.1
48560,15.8
48565,27.2
48570,31.9
48575,31.9
48580,31.9
48585,33
48590,33
48595,33
48600,21.9
48605,34.9
48610,34.9
48615,27.7
48620,27.7
48625,27.7
48630,27.7
48635,27.7
48640,27.7
48645,26.5
48650,26.5
48655,22.8
48660,22.8
48665,18.9
48670,19.1
48675,19.9
48680,19.9
48685,19.9
48690,34.2
48695,34.2
48700,57.3
48705,80.2
48710,89.6
48715,89.6
48720,58.1
48725,58.1
48730,58.1
48735,57.5
48740,83.9
48745,83.9
48750,110.9
48755,110.9
48760,112.7
48765,112.7
48770,115.7
48775,144.1
48780,144.1
48785,92.5
48790,118.1
48795,118.1
48800,108.1
48805,162.4
48810,162.4
48815,113.2
48820,113.2
48825,113.2
48830,103
48835,105.5
48840,105.5
48845,131.2
48850,131.2
48855,87.2
48860,125.9
48865,125.9
48870,117
48875,117
48880,128.7
48885,128.7
48890,140
48895,140
48900,140
48905,104.5
48910,115.3
48915,115.3
48920,115.3
48925,100.6
48930,154.1
48935,154.1
48940,157.8
48945,157.8
48950,157.8
48955,126.7
48960,132.2
48965,132.2
48970,142.8
48975,142.8
48980,142.8
48985,107.2
48990,107.2
48995,94.9
49000,94.9
49005,103.1
49010,103.1
49015,108.5
49020,108.5
49025,116.1
49030,132
49035,153.6
49040,153.6
49045,128.9
49050,142.3
49055,142.3
49060,114.1
49065,114.1
49070,114.1
49075,112.5
49080,112.5
49085,92.7
49090,120.7
49095,120.7
49100,120.7
49105,105.6
49110,105.6
49115,94.7
49120,121
49125,121
49130,113.4
49135,113.4
49140,113.4
49145,99.9
49150,129.5
49155,129.5
49160,125.3
49165,125.3
49170,87.7
49175,90.1
49180,90.1
49185,116.2
49190,116.2
49195,123
49200,123
49205,113
49210,123.2
49215,123.2
49220,123.2
49225,121.1
49230,121.1
49235,106.8
49240,106.8
49245,112.1
49250,112.1
49255,112.1
49260,95.6
49265,95.6
49270,93.9
49275,114.6
49280,114.6
49285,106.9
49290,108.6
49295,108.6
49300,108.6
49305,137.3
49310,137.3
49315,137.3
49320,133.1
49325,133.1
49330,123.7
49335,123.7
49340,123.7
49345,122.5
49350,122.5
49355,104.9
49360,129.2
49365,129.2
49370,129.2
49375,130.2
49380,130.2
49385,114.6
49390,114.6
49395,93.1
49400,96.5
49405,96.5
49410,148
49415,148
49420,120.6
49425,120.6
49430,120.6
49435,98.2
49440,89.4
49445,123.7
49450,123.7
49455,106.8
49460,116.6
49465,119.3
49470,119.3
49475,106.6
49480,106.6
49485,106.6
49490,93.6
49495,93.6
49500,92
49505,95.9
49510,134.9
49515,134.9
49520,134.9
49525,96.7
49530,96.7
49535,113.2
49540,137.8
49545,137.8
49550,120.4
49555,120.4
49560,120.4
49565,139.4
49570,139.4
49575,104.3
49580,104.3
49585,104.3
49590,108.8
49595,203.4
49600,203.4
49605,203.4
49610,119.8
49615,119.8
49620,103.4
49625,111.7
49630,111.7
49635,111.7
49640,116.3
49645,126.9
49650,126.9
49655,119.1
49660,144.3
49665,144.3
49670,144.3
49675,104.6
49680,121.9
49685,121.9
49690,131.4
49695,131.4
49700,129.6
49705,129.6
49710,129.6
49715,115
49720,115
49725,118.3
49730,118.3
49735,118.3
49740,126.8
49745,126.8
49750,108.9
49755,108.9
49760,108.9
49765,99.6
49770,99.6
49775,119.9
49780,119.9
49785,119.9
49790,161.9
49795,161.9
49800,161.9
49805,134.2
49810,134.2
49815,115.4
49820,115.4
49825,101.6
49830,105.2
49835,148.5
49840,148.5
49845,112.8
49850,112.8
49855,133.4
49860,133.4
49865,131.1
49870,131.1
49875,131.1
49880,104
49885,104
49890,90.6
49895,122.8
49900,122.8
49905,122.8
49910,112.6
49915,112.6
49920,126
49925,126
49930,126
49935,105.7
49940,105.7
49945,103.1
49950,103.1
49955,103.1
49960,112.5
49965,112.5
49970,102.9
49975,122.8
49980,122.8
49985,122.8
49990,90.3
49995,98.7
50000,98.7
50005,94.3
50010,97.5
50015,97.5
50020,97.5
50025,95.5
50030,95.5
50035,139.4
50040,139.4
50045,100.5
50050,100.5
50055,90.8
50060,91.3
50065,95.8
50070,95.8
50075,95.8
50080,94.6
50085,94.6
50090,83.5
50095,85.1
50100,85.1
50105,111
50110,114.3
50115,114.3
50120,94.6
50125,94.6
50130,94.6
50135,118.9
50140,118.9
50145,92.9
50150,124.8
50155,124.8
50160,124.8
50165,95.6
50170,95.6
50175,98.3
50180,127.1
50185,127.1
50190,127.1
50195,106.7
50200,106.7
50205,96.1
50210,96.1
50215,113.9
50220,113.9
50225,113.9
50230,91.4
50235,100.9
50240,103.3
50245,103.3
50250,99.7
50255,126.7
50260,126.7
50265,122.1
50270,122.1
50275,107.4
50280,107.4
50285,107.4
50290,100.2
50295,100.2
50300,99
50305,99
50310,99
50315,98
50320,98
50325,116.1
50330,116.1
50335,100.8
50340,107.9
50345,107.9
50350,97.4
50355,97.4
50360,85.2
50365,88.2
50370,90.8
50375,90.8
50380,97.1
50385,104.6
50390,104.6
50395,100.4
50400,100.4
50405,100.4
50410,107.9
50415,107.9
50420,107.9
50425,118.6
50430,118.6
50435,109.2
50440,109.2
50445,110
50450,110
50455,101.8
50460,101.8
50465,103.5
50470,103.5
50475,103.5
50480,91.1
50485,91.1
50490,98.8
50495,98.8
50500,105.3
50505,105.3
50510,98.4
50515,98.4
50520,106.1
50525,106.1
50530,106.1
50535,94.5
50540,95.7
50545,95.7
50550,89.3
50555,89.3
50560,94.2
50565,94.2
50570,103.3
50575,103.3
50580,103.3
50585,96.2
50590,96.2
50595,95.8
50600,95.8
50605,99.3
50610,99.3
50615,101.7
50620,101.7
50625,93.7
50630,93.7
50635,93.7
50640,100.2
50645,100.2
50650,100.2
50655,110.6
50660,110.6
50665,132.8
50670,132.8
50675,132.8
50680,109.7
50685,109.7
50690,94.4
50695,94.4
50700,97.4
50705,97.4
50710,97.4
50715,89.8
50720,89.8
50725,99.6
50730,119.8
50735,119.8
50740,119.8
50745,112.6
50750,112.6
50755,105.7
50760,105.7
50765,105.7
50770,98.8
50775,98.8
50780,117.5
50785,117.5
50790,101.8
50795,101.8
50800,101.8
50805,100.4
50810,113.4
50815,113.4
50820,113.4
50825,109.9
50830,109.9
50835,99.3
50840,99.7
50845,128.2
50850,128.2
50855,93.5
50860,95.6
50865,95.6
50870,94.3
50875,94.3
50880,94.3
50885,87.7
50890,104.6
50895,104.6
50900,104.3
50905,119.7
50910,119.7
50915,123.3
50920,123.3
50925,123.3
50930,103.4
50935,103.4
50940,99.9
50945,106.4
50950,106.4
50955,106.4
50960,105
50965,108.1
50970,108.1
50975,108.1
50980,112.1
50985,112.1
50990,105.9
50995,105.9
51000,105.9
51005,106.8
51010,106.8
51015,105.8
51020,105.8
51025,105.8
51030,120.4
51035,120.4
51040,100.1
51045,100.1
51050,100.1
51055,97.5
51060,97.5
51065,98.1
51070,98.1
51075,98.1
51080,97.6
51085,97.6
51090,106.2
51095,106.2
51100,106.2
51105,105
51110,105
51115,88.8
51120,101.9
51125,107.7
51130,107.7
51135,107.7
51140,93.5
51145,94.7
51150,160.8
51155,160.8
51160,112.3
51165,112.3
51170,112.3
51175,126.1
51180,126.1
51185,126.1
51190,95.1
51195,95.1
51200,95.1
51205,95.1
51210,98.4
51215,98.4
51220,96
51225,96
51230,90.9
51235,104.2
51240,90
51245,90
51250,90
51255,92.5
51260,100.9
51265,100.9
51270,91.7
51275,131.7
51280,131.7
51285,97.9
51290,97.9
51295,106.3
51300,106.3
51305,106.3
51310,102.9
51315,102.9
51320,110.1
51325,110.1
51330,110.1
51335,105.9
51340,105.9
51345,98.7
51350,98.7
51355,90.6
51360,131.5
51365,131.5
51370,98.2
51375,98.2
51380,98.2
51385,97.3
51390,97.3
51395,104.6
51400,104.6
51405,100.5
51410,100.5
51415,100.5
51420,98.5
51425,98.5
51430,99.3
51435,99.3
51440,93.1
51445,93.1
51450,93.1
51455,91.7
51460,97.9
51465,101.9
51470,101.9
51475,101.9
51480,97
51485,97
51490,95.8
51495,95.8
51500,86.2
51505,95.2
51510,95.2
51515,91.6
51520,91.6
51525,90.2
51530,98.2
51535,105.7
51540,105.7
51545,105.7
51550,102.9
51555,102.9
51560,100.9
51565,101.4
51570,101.4
51575,101.4
51580,91.9
51585,94.7
51590,94.7
51595,109.6
51600,109.6
51605,91.6
51610,94.3
51615,94.3
51620,105.8
51625,131.9
51630,131.9
51635,131.9
51640,109.1
51645,109.1
51650,102.7
51655,102.7
51660,109.7
51665,109.7
51670,95
51675,95
51680,95
51685,92.1
51690,98.3
51695,98.7
51700,102.5
51705,102.5
51710,102.5
51715,98.8
51720,98.9
51725,98.9
51730,98.4
51735,98.4
51740,96.4
51745,98
51750,98
51755,91
51760,91
51765,101.4
51770,101.4
51775,101.4
51780,100.3
51785,100.3
51790,96.8
51795,96.8
51800,99.3
51805,99.3
51810,97.7
51815,97.7
51820,97.7
51825,94.5
51830,94.5
51835,90.1
51840,98.9
51845,98.9
51850,98.9
51855,93.7
51860,93.7
51865,85.9
51870,85.9
51875,93.5
51880,93.5
51885,91.1
51890,91.1
51895,91.1
51900,86.9
51905,86.9
51910,82.8
51915,86.6
51920,96.7
51925,96.7
51930,96.7
51935,93.7
51940,93.7
51945,89.3
51950,89.7
51955,89.7
51960,89.1
51965,89.1
51970,105
51975,105
51980,92.5
51985,92.5
51990,92.5
51995,98.6
52000,98.6
52005,91.6
52010,91.6
52015,93.5
52020,93.5
52025,94.6
52030,95.4
52035,95.4
52040,91.3
52045,91.3
52050,118.8
52055,118.8
52060,93.6
52065,93.6
52070,93.6
52075,87
52080,87
52085,103.5
52090,103.5
52095,104.9
52100,104.9
52105,88.9
52110,88.9
52115,101.9
52120,113
52125,113
52130,98.6
52135,98.6
52140,98.6
52145,117.6
52150,117.6
52155,117.6
52160,115.8
52165,115.8
52170,104.3
52175,107.4
52180,107.4
52185,95
52190,95
52195,95
52200,78.4
52205,83.4
52210,85.8
52215,86.3
52220,86.3
52225,86.3
52230,103
52235,103
52240,103
52245,88.6
52250,88.6
52255,86
52260,86
52265,89
52270,89
52275,89.9
52280,127
52285,127
52290,127
52295,104.2
52300,104.2
52305,92.7
52310,92.7
52315,92.7
52320,90.3
52325,93.8
52330,93.8
52335,88.7
52340,88.7
52345,88.7
52350,91.6
52355,91.6
52360,89.3
52365,89.3
52370,89.3
52375,85.8
52380,85.8
52385,85.1
52390,91.9
52395,91.9
52400,90.3
52405,100.5
52410,100.5
52415,100.4
52420,100.4
52425,101.6
52430,101.6
52435,101.6
52440,82.6
52445,94.3
52450,94.3
52455,93
52460,93
52465,93
52470,88.3
52475,99.2
52480,99.2
52485,99.2
52490,128.8
52495,128.8
52500,84.2
52505,88.8
52510,88.8
52515,87.5
52520,103.8
52525,103.8
52530,93.5
52535,93.5
52540,113.7
52545,113.7
52550,81.8
52555,81.8
52560,81.8
52565,89.8
52570,93.2
52575,93.2
52580,93.2
52585,85.1
52590,85.1
52595,80.5
52600,80.5
52605,77.2
52610,77.2
52615,81.7
52620,85
52625,85
52630,85
52635,93.4
52640,93.4
52645,95.8
52650,95.8
52655,96.5
52660,96.5
52665,90.9
52670,90.9
52675,90.9
52680,89
52685,89
52690,100.7
52695,100.7
52700,92.4
52705,92.4
52710,82
52715,82
52720,82
52725,98.4
52730,98.4
52735,98.4
52740,90.8
52745,82.7
52750,82.7
52755,84.5
52760,84.5
52765,84.5
52770,97.4
52775,121.6
52780,121.6
52785,121.6
52790,101.3
52795,101.3
52800,88.2
52805,88.2
52810,95.6
52815,95.6
52820,95.6
52825,76.3
52830,76.3
52835,87.8
52840,88.3
52845,88.3
52850,85.5
52855,85.5
52860,109.1
52865,109.1
52870,109.1
52875,108.9
52880,108.9
52885,79.2
52890,83
52895,88.8
52900,88.8
52905,83.7
52910,83.7
52915,83.3
52920,94.9
52925,94.9
52930,94.9
52935,86.1
52940,86.1
52945,86.1
52950,75.6
52955,75.6
52960,83
52965,83
52970,82.4
52975,93.9
52980,93.9
52985,93.9
52990,83.1
52995,83.4
53000,83.4
53005,74.2
53010,74.2
53015,82.8
53020,82.8
53025,74.7
53030,80.7
53035,80.7
53040,84.7
53045,84.7
53050,79.5
53055,79.5
53060,76
53065,76
53070,81.7
53075,81.7
53080,79.8
53085,79.8
53090,95.6
53095,95.6
53100,81.3
53105,81.3
53110,81.3
53115,77.4
53120,77.4
53125,72.8
53130,75.5
53135,108.8
53140,108.8
53145,108.8
53150,91.7
53155,91.7
53160,91.7
53165,70.2
53170,70.2
53175,80.7
53180,80.7
53185,80.7
53190,94.9
53195,94.9
53200,94.8
53205,94.8
53210,118.4
53215,118.4
53220,90.2
53225,90.2
53230,90.2
53235,84
53240,84
53245,84
53250,84
53255,84
53260,81.3
53265,81.3
53270,73.9
53275,103.4
53280,103.4
53285,103.4
53290,69.7
53295,69.7
53300,84.7
53305,84.7
53310,92.1
53315,92.1
53320,105.4
53325,105.4
53330,93.5
53335,93.5
53340,76.8
53345,76.8
53350,76.8
53355,60.4
53360,90.8
53365,90.8
53370,72
53375,72
53380,72
53385,67.5
53390,67.5
53395,81.7
53400,115
53405,115
53410,115
53415,92.4
53420,92.4
53425,72.3
53430,72.3
53435,69.8
53440,69.8
53445,73
53450,73
53455,73
53460,72.3
53465,72.3
53470,69.5
53475,69.5
53480,68.1
53485,69.8
53490,74.8
53495,74.8
53500,93.9
53505,93.9
53510,74.1
53515,82.1
53520,82.1
53525,82.1
53530,73.4
53535,73.4
53540,71
53545,96
53550,96
53555,99.7
53560,99.7
53565,74.5
53570,74.5
53575,77
53580,77
53585,56.9
53590,76.8
53595,78.5
53600,82.1
53605,91.3
53610,91.3
53615,87.8
53620,87.8
53625,81.5
53630,81.5
53635,107.7
53640,107.7
53645,96.3
53650,96.3
53655,96.3
53660,86.9
53665,86.9
53670,79.2
53675,79.2
53680,79.2
53685,71.7
53690,88
53695,90.4
53700,97
53705,97
53710,67.8
53715,85.5
53720,108.3
53725,108.3
53730,78.1
53735,81.3
53740,81.3
53745,65.1
53750,68.4
53755,87.4
53760,87.4
53765,89.6
53770,89.6
53775,89.6
53780,102.4
53785,102.4
53790,70.4
53795,89.3
53800,89.3
53805,67.2
53810,67.9
53815,89.7
53820,89.7
53825,85.4
53830,85.4
53835,85.4
53840,78.3
53845,90
53850,90
53855,98.6
53860,98.6
53865,81.9
53870,81.9
53875,81.9
53880,76.2
53885,107.7
53890,107.7
53895,71.7
53900,71.7
53905,78.6
53910,80.6
53915,80.6
53920,85.4
53925,85.4
53930,77.9
53935,77.9
53940,63.8
53945,63.8
53950,63.8
53955,99.7
53960,99.7
53965,94
53970,99.6
53975,99.6
53980,99.6
53985,85.2
53990,85.2
53995,74.4
54000,74.4
54005,74.4
54010,86.9
54015,92.1
54020,92.1
54025,92.1
54030,87.4
54035,87.4
54040,84.8
54045,84.8
54050,76.5
54055,76.5
54060,76.5
54065,59.9
54070,71.2
54075,71.2
54080,69.8
54085,72
54090,72
54095,127.3
54100,127.3
54105,90.2
54110,90.2
54115,90.2
54120,81.9
54125,81.9
54130,74.7
54135,74.7
54140,84.3
54145,84.3
54150,84.3
54155,79.1
54160,82.9
54165,82.9
54170,81.2
54175,81.2
54180,81.2
54185,76.3
54190,92.5
54195,92.5
54200,98.1
54205,98.1
54210,98.1
54215,80.7
54220,83
54225,105.8
54230,105.8
54235,105.8
54240,75.2
54245,68
54250,76.3
54255,76.3
54260,96.2
54265,98.6
54270,98.6
54275,78.1
54280,78.1
54285,78.1
54290,117.6
54295,117.6
54300,117.6
54305,74.6
54310,74.6
54315,74.6
54320,73.1
54325,90.3
54330,90.3
54335,90.3
54340,124.3
54345,124.3
54350,89.6
54355,89.6
54360,89.6
54365,88.7
54370,88.7
54375,79
54380,90.5
54385,90.5
54390,90.5
54395,63.8
54400,69.3
54405,105.5
54410,105.5
54415,105.5
54420,79.4
54425,91.8
54430,91.8
54435,94.2
54440,94.2
54445,89.5
54450,89.5
54455,70.1
54460,70.5
54465,72.7
54470,72.7
54475,86.4
54480,86.4
54485,81.9
54490,84.1
54495,84.1
54500,76.8
54505,91.3
54510,91.3
54515,88.2
54520,100.8
54525,100.8
54530,100.8
54535,74.2
54540,116.9
54545,116.9
54550,84.6
54555,84.6
54560,84.4
54565,84.4
54570,84.4
54575,71.3
54580,71.3
54585,127
54590,127
54595,123.2
54600,123.2
54605,83.5
54610,102.1
54615,102.1
54620,102.1
54625,100.9
54630,100.9
54635,85.3
54640,85.3
54645,85.3
54650,85.3
54655,85.3
54660,79.3
54665,100.5
54670,100.5
54675,63.7
54680,76.5
54685,82.8
54690,102.1
54695,102.1
54700,78.8
54705,88.5
54710,88.5
54715,93.8
54720,104.6
54725,104.6
54730,104.6
54735,75
54740,75
54745,78.7
54750,78.7
54755,104.1
54760,104.1
54765,104.1
54770,85.2
